com.samsung.shealth.insight_message,6302031,2
is_ai_generated,feedback_type,service_id,description,exposure_uri,condition_id,msg_id,update_time,create_time,is_viewed,tag,category,title,deviceuuid,pkg_name,datauuid,day_time
1,,tracker.vitality,"Sleeping at 12:53 AM is appropriate and positively impacts your health. Maintaining this bedtime can lower risks for heart disease, diabetes, and obesity. Consider aiming for a consistent sleep duration to improve your sleep time average. Keep up the good work and stay focused on your health goals!",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=18935__29232;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,,,2025-02-14 02:33:22.800,2025-02-14 02:33:22.800,0,18935,VS_VITALITYSCORE,Maintain Good Sleep,3QItrwNcp5,com.sec.android.app.shealth,3907d119-e641-43a1-952c-d2683ac90b5a,1739491200000,
1,,tracker.vitality,"Your sleeping heart rate has significantly deviated from your usual average, affecting your rest. This could be influencing your energy score, which is currently fair. Today, focus on recovery by taking plenty of breaks and ensuring good sleep habits. This will help improve your energy score tomorrow. Keep up the good work!",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=19113__29342;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,,,2025-02-16 03:21:38.876,2025-02-16 03:21:38.876,0,19113,VS_VITALITYSCORE,Focus on Recovery,3QItrwNcp5,com.sec.android.app.shealth,199ffe3e-2f6d-4df9-a0e3-cc7253e418b8,1739664000000,
0,,tracker.vitality,"Your sleeping heart rate has returned to a normal level and you seem to be maintaining it quite well. Whatever you're doing is working well for you, so keep it up and you should continue to feel good.",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=19106__29338;S.extra_llm_type=rule;S.tracker_id=tracker.vitality;end,,,2025-02-18 04:08:54.830,2025-02-18 04:08:54.830,0,19106,VS_VITALITYSCORE,Repair in progress,3QItrwNcp5,com.sec.android.app.shealth,93c1d3c7-71a5-405a-ab49-d1907c6bfb79,1739836800000,
1,,tracker.vitality,"Your sleeping heart rate variability has deviated from its standard level, likely due to stress. This is affecting your energy score. Consider taking time today to rest and engage in stress-relieving activities. Continue focusing on your health goals to improve your overall well-being.",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=19085__29326;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,,,2025-02-19 02:34:17.718,2025-02-19 02:34:17.718,0,19085,VS_VITALITYSCORE,Manage Your Stress,3QItrwNcp5,com.sec.android.app.shealth,433df4ef-4cc1-4548-92e8-bedcad3d086a,1739923200000,
1,,tracker.vitality,Your active time of 4 hours and 7 minutes is excellent and contributes positively to your energy score. Maintaining this level of activity is great. Consider taking proper rest and recovery breaks to optimize your energy score for tomorrow. Keep up the good work!,intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=18991__29266;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,,,2025-02-20 02:18:11.040,2025-02-20 02:18:11.040,0,18991,VS_VITALITYSCORE,Keep Up the Great Work!,3QItrwNcp5,com.sec.android.app.shealth,a3806bde-2384-466e-b5ff-c5931d01cbda,1740009600000,
1,,tracker.vitality,"Your active time has decreased by 1 hour and 34 minutes compared to your recent average of 4 hours and 7 minutes. This reduction may be affecting your energy score. Consider aiming for today's target of 4 hours of active time. Keep up your good step count of 9,781 steps. Stay active and focused on your health goals!",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=19047__29300;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,,,2025-02-21 03:05:01.662,2025-02-21 03:05:01.662,0,19047,VS_VITALITYSCORE,Boost Your Active Time,3QItrwNcp5,com.sec.android.app.shealth,5f4e7628-c095-4f09-adc2-76c649d27702,1740096000000,
1,,tracker.vitality,Your recent sleep time of 5 hours and 48 minutes is affecting your recovery and daily life. Aim for around 8 hours of sleep to improve your energy score. Consider maintaining a consistent bedtime closer to 1:36 AM. Prioritize your sleep to enhance your overall well-being.,intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=18881__29200;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,,,2025-02-21 23:28:55.353,2025-02-21 23:28:55.353,0,18881,VS_VITALITYSCORE,Improve Your Sleep,3QItrwNcp5,com.sec.android.app.shealth,cee08bdc-2f06-4d3a-badb-e06af45b9216,1740182400000,
1,,tracker.vitality,"Sleeping at 12:42 AM is contributing to your good sleep patterns, which can positively impact your health. Your energy score is fair, so consider maintaining this bedtime to improve it. Keep up the excellent bed/wake time consistency for better overall health. Stay focused on your goals!",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=18935__29232;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,,,2025-02-23 02:37:30.861,2025-02-23 02:37:30.861,0,18935,VS_VITALITYSCORE,Maintain Your Sleep Routine,3QItrwNcp5,com.sec.android.app.shealth,9f9d96da-792d-4cd0-9be0-5104d3096868,1740268800000,
1,,tracker.vitality,"Your sleeping heart rate variability is excellent, indicating recovery and balance. This stability is key to maintaining your energy score. Continue with your current healthy habits, including regular activity and adequate sleep. This consistency will help you avoid abrupt fluctuations and keep your energy score good. Keep up the great work!",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=19080__29322;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,,,2025-02-24 03:20:45.548,2025-02-24 03:20:45.548,0,19080,VS_VITALITYSCORE,Maintain Your Balance,3QItrwNcp5,com.sec.android.app.shealth,98de5f5e-ae8e-4dba-bdd2-606fbe51faf4,1740355200000,
1,,tracker.vitality,"Your active time has increased to 3 hours and 48 minutes, which is a positive change. This can help reduce depression and anxiety and promote happiness. However, your energy score is good at 80. Consider balancing your active time with adequate rest to optimize your energy. Keep up the great work and stay motivated!",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=19043__29298;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,,,2025-02-25 02:02:05.242,2025-02-25 02:02:05.242,0,19043,VS_VITALITYSCORE,"Stay Active, Stay Balanced",3QItrwNcp5,com.sec.android.app.shealth,ac4b358a-2bac-4361-81b3-aaa5fe228cd4,1740441600000,
1,,tracker.vitality,"Your active time has decreased by 2 hours and 46 minutes compared to your recent average. This reduction may be affecting your energy score, which is currently fair. Consider aiming for today's target of 2 hours and 20 minutes of active time. Keep moving towards your goals!",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=19047__29300;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,,,2025-02-26 02:41:34.106,2025-02-25 23:55:00.973,0,19047,VS_VITALITYSCORE,Boost Your Active Time,3QItrwNcp5,com.sec.android.app.shealth,c5ba5d79-06dc-450a-9384-732a87cc4433,1740528000000,
1,,tracker.vitality,"Your sleeping heart rate has deviated from your usual average, affecting your rest. This could be influencing your energy score, which is currently fair. Today, focus on recovery by taking plenty of breaks and ensuring good sleep habits. This will help improve your energy score for tomorrow. Keep up the good work!",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=19113__29342;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,,,2025-02-27 02:34:11.846,2025-02-27 02:34:11.846,0,19113,VS_VITALITYSCORE,Focus on Recovery,3QItrwNcp5,com.sec.android.app.shealth,79a5fdfe-fef1-46f5-a28a-a055c58b4350,1740614400000,
1,,tracker.vitality,"Your sleeping heart rate grade is fair, indicating a significant deviation from your usual average. This affects your rest and energy. Today, focus on recovery by taking plenty of breaks and ensuring good sleep habits. This will help improve your energy score. Keep up the good work and stay motivated!",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=19111__29342;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,,,2025-02-28 03:53:43.308,2025-02-28 03:53:43.308,0,19111,VS_VITALITYSCORE,Focus on Recovery,3QItrwNcp5,com.sec.android.app.shealth,0ac3d574-f6db-41e2-8e71-4d321e709c7c,1740700800000,
1,,tracker.vitality,"Your sleeping heart rate variability is deviating from its standard level, likely due to stress. This is affecting your energy score, which is currently fair. Consider taking time today to rest and engage in stress-relieving activities. Prioritize your health and aim for a better energy score tomorrow.",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=19086__29326;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,,,2025-03-01 03:01:53.284,2025-02-28 23:46:40.981,0,19086,VS_VITALITYSCORE,Manage Your Stress,3QItrwNcp5,com.sec.android.app.shealth,f95a7c34-7841-42cd-a0c0-dc08c67a9b4a,1740787200000,
1,,tracker.vitality,Consuming alcohol or eating late at night can reduce your sleep quality and affect your energy score. Consider avoiding these habits before bed to improve your rapid eye movement sleep and sleeping heart rate variability. This can help you feel more rested and energized. Keep focusing on your health goals!,intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=19049__29302;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,,,2025-03-01 23:27:02.997,2025-03-01 23:27:02.997,0,19049,VS_VITALITYSCORE,Improve Sleep Quality,3QItrwNcp5,com.sec.android.app.shealth,d44af96c-5784-40f8-a174-19461710040b,1740873600000,
1,,tracker.vitality,"Your energy score is good today, reflecting your hard work. With a sleeping HR of 53bpm and recent mean sleep time of 5 hours and 32 minutes, consider aiming for 8 hours of sleep tonight to improve your energy score. Continue your efforts and stay motivated!",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=19037__29294;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,,,2025-03-05 07:44:34.366,2025-03-05 02:17:14.913,0,19037,VS_VITALITYSCORE,Keep Up the Great Work!,3QItrwNcp5,com.sec.android.app.shealth,d407c43d-04ff-46c3-80bf-90b8a7586880,1741132800000,
1,,tracker.vitality,Your active time of 3 hours and 57 minutes is excellent and contributes positively to your energy score. Maintaining this level of activity is great. Consider taking proper rest and recovery breaks today to optimize your energy score for tomorrow. Keep up the good work!,intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=18993__29266;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,,,2025-03-06 02:30:36.541,2025-03-06 02:30:36.541,0,18993,VS_VITALITYSCORE,Keep Up the Great Work!,3QItrwNcp5,com.sec.android.app.shealth,a7b719e5-40c2-4a60-9b26-1d2d434a8c2e,1741219200000,
1,,tracker.vitality,"Your sleeping heart rate variability is excellent, indicating a healthy balance. This contributes to your good energy score. Continue your healthy lifestyle habits to maintain this balance. Consider incorporating stress-reducing activities to further improve your energy score. Keep up the great work!",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=19083__29324;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,,,2025-03-07 03:15:27.489,2025-03-07 03:15:27.489,0,19083,VS_VITALITYSCORE,Maintain Your Balance,3QItrwNcp5,com.sec.android.app.shealth,abbe72f1-5154-4c57-8a4b-216262db172a,1741305600000,
1,,tracker.vitality,Your active time has decreased by 2 hours and 20 minutes compared to your recent average of 3 hours and 22 minutes. This reduction can negatively impact your health. Consider aiming for today's target of 2 hours and 20 minutes of active time. Keep up the good work and stay active!,intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=19046__29300;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,,,2025-03-09 04:15:18.449,2025-03-09 04:15:18.449,0,19046,VS_VITALITYSCORE,Boost Your Active Time,3QItrwNcp5,com.sec.android.app.shealth,7e90e538-61dd-4b93-b9dd-5677d18ffb02,1741478400000,
1,,tracker.vitality,"Your sleeping heart rate has deviated from your usual average, affecting your rest. This could be influencing your energy score. Today, focus on recovery by taking plenty of breaks and ensuring good sleep habits. This will help improve your energy score for tomorrow. Keep up the good work!",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=19111__29342;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,,,2025-03-10 04:17:41.010,2025-03-10 04:17:41.010,0,19111,VS_VITALITYSCORE,Focus on Recovery,3QItrwNcp5,com.sec.android.app.shealth,eb4755bf-294b-446e-9a78-f2c44f9ad712,1741564800000,
1,,tracker.vitality,"Your sleeping heart rate grade is fair, indicating a significant deviation from your usual average. This affects your rest and overall recovery. Today, focus on taking plenty of breaks and ensuring good sleep habits for a restful night. This will help improve your energy score. Keep up the good work and stay motivated!",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=19111__29342;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,,,2025-03-11 02:23:28.031,2025-03-11 02:23:28.031,0,19111,VS_VITALITYSCORE,Focus on Recovery,3QItrwNcp5,com.sec.android.app.shealth,476dc7f0-d736-457f-b1c2-61814cffbb60,1741651200000,
1,,tracker.vitality,"Sleeping at an appropriate time, like your 1:00 AM bedtime, contributes to maintaining good sleep patterns. This positively impacts your health, lowering risks for conditions like heart disease, diabetes, and obesity. Continue with your excellent bed/wake time consistency. Keep focusing on your health goals!",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=18935__29232;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,,,2025-03-12 03:02:07.414,2025-03-12 03:02:07.414,0,18935,VS_VITALITYSCORE,Keep Up the Good Work!,3QItrwNcp5,com.sec.android.app.shealth,5d4e5639-a89e-40d9-a322-f72c91051cdf,1741737600000,
1,,tracker.vitality,"Your moderate-to-vigorous exercise time was shorter yesterday, affecting your energy score. The WHO recommends 150 minutes of moderate activity weekly. Aim for 34 minutes of moderate-to-vigorous exercise today. Gradually increasing your exercise time can help improve your energy score. Keep pushing towards your health goals!",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=18972__29254;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,,,2025-03-13 02:54:52.268,2025-03-13 02:54:52.268,0,18972,VS_VITALITYSCORE,Boost Your Exercise Time,3QItrwNcp5,com.sec.android.app.shealth,cd3388ad-c83b-41fa-93a2-d7c4c8754579,1741824000000,
1,,tracker.vitality,"Your active time has increased to 4 hours and 4 minutes, which is a positive change from your recent average of 1 hour and 20 minutes. This boost in activity can help reduce depression and anxiety. However, your energy score is good at 84. Consider prioritizing rest and recovery today to optimize your energy score for tomorrow. Keep up the great work and stay balanced!",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=19043__29298;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,,,2025-03-14 02:59:42.447,2025-03-14 02:59:42.447,0,19043,VS_VITALITYSCORE,"Stay Active, Rest Well",3QItrwNcp5,com.sec.android.app.shealth,52582d8d-2636-4256-93d6-13709545b8bd,1741910400000,
1,,tracker.vitality,"Your energy score is good today, reflecting your hard work. With a sleeping HR of 54bpm and an average sleep time of 6 hours and 22 minutes, consider aiming for around 8 hours of sleep tonight. This will help maintain your energy levels. Keep up the great work and stay motivated!",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=19037__29294;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,,,2025-03-16 05:50:51.267,2025-03-16 05:50:51.267,0,19037,VS_VITALITYSCORE,Keep Up the Great Work!,3QItrwNcp5,com.sec.android.app.shealth,68443fc9-72b3-4181-822e-cfbd638a420d,1742083200000,
1,,tracker.vitality,Your active time has decreased by 2 hours and 30 minutes compared to your recent average of 3 hours and 34 minutes. This reduction can negatively impact your health. Consider aiming for today's target of 2 hours and 20 minutes of active time. Keep moving towards your goals!,intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=19045__29300;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,,,2025-03-17 04:18:29.992,2025-03-17 04:18:29.992,0,19045,VS_VITALITYSCORE,Boost Your Active Time,3QItrwNcp5,com.sec.android.app.shealth,bdf05b2a-3bbc-4171-86ab-e52399d288d0,1742169600000,
1,,tracker.vitality,"Your active time has increased to 3 hours and 53 minutes, which is a positive change. This can help reduce depression and anxiety and promote happiness. However, your energy score is excellent at 86. Consider prioritizing rest and recovery today to maintain this high level. Keep up the great work!",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=19044__29298;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,,,2025-03-18 03:09:44.126,2025-03-18 03:09:44.126,0,19044,VS_VITALITYSCORE,Stay Active and Rest,3QItrwNcp5,com.sec.android.app.shealth,6004827f-74c3-48c9-893f-bf9c5620a921,1742256000000,
1,,tracker.vitality,Consuming alcohol or eating late at night can reduce your sleep quality and affect your energy score. Consider avoiding these habits before bed to improve your rapid eye movement sleep and sleeping heart rate variability. This can help you feel more rested and ready for the next day. Keep up the good work!,intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=19050__29302;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,,,2025-03-20 03:28:56.429,2025-03-20 03:28:56.429,0,19050,VS_VITALITYSCORE,Improve Sleep Quality,3QItrwNcp5,com.sec.android.app.shealth,fd32aa68-6611-4d35-b370-891a533640e7,1742428800000,
1,,tracker.vitality,"Your sleeping heart rate variability is excellent, indicating recovery and balance. This stability is key to maintaining your energy score. Continue with your current healthy habits, such as regular activity and adequate sleep, to keep your sleeping heart rate variability consistent. Keep up the great work!",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=19079__29322;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,,,2025-03-21 03:21:50.154,2025-03-21 03:21:50.154,0,19079,VS_VITALITYSCORE,Maintain Your Balance,3QItrwNcp5,com.sec.android.app.shealth,9e320471-8985-4a07-8abc-f54599bf498b,1742515200000,
1,,tracker.vitality,"Your sleeping heart rate is stable and excellent, indicating good recovery. Your energy score is also excellent, showing consistent well-being. Continue with your current routine to maintain this balance. Keep up the great work and stay committed to your health!",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=19106__29338;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,,,2025-03-22 04:26:00.984,2025-03-22 04:26:00.984,0,19106,VS_VITALITYSCORE,Keep Up the Great Work!,3QItrwNcp5,com.sec.android.app.shealth,84e7b4f3-9125-4ab2-ac89-62139754c865,1742601600000,
